Vote,Yearly_IncomeK,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,Overall_happiness_score,Avg_size_per_room,Weighted_education_rank,Most_Important_Issue@_0.0,Most_Important_Issue@_0.125,Most_Important_Issue@_0.25,Most_Important_Issue@_0.375,Most_Important_Issue@_0.5,Most_Important_Issue@_0.625,Most_Important_Issue@_0.75,Most_Important_Issue@_0.875,Most_Important_Issue@_1.0
Turquoises,0.35385714285714287,0.7272727272727273,-1.2036509959047847,-0.43842852158162093,-0.29098888892457614,0.47079306941637256,0.037961322602898105,0.1331351083889141,0,0,0,0,0,0,0,0,1
Browns,0.7010000000000001,0.6363636363636362,1.087234984964233,0.6449765530350917,0.25644490341116405,0.7987147534665082,0.5686994892245157,2.220227651225497,0,1,0,0,0,0,0,0,0
Turquoises,0.060571428571428554,0.7272727272727273,-0.4827766403966353,0.1846052650256933,0.059440585784762925,0.4475621542343579,-0.4858767654787558,-0.41857655202157973,0,0,0,0,0,1,0,0,0
Turquoises,0.13371428571428567,0.2727272727272727,-0.7157194309762368,0.02922616188738593,0.30744045050270347,0.47336323246147655,-0.20236162930932533,-0.3460804442624699,0,0,0,1,0,0,0,0,0
Whites,0.8004285714285715,0.2727272727272727,-1.2597956174279508,-1.3870907801955827,0.0013901090866176625,0.4687452418234682,0.17191261467808627,0.26884149971382765,0,0,0,0,0,1,0,0,0
Khakis,0.3917142857142858,0.09090909090909083,-1.0716772459682602,-0.5188493464481275,-0.42797003545438755,0.4660087341807174,-0.15000774338342318,0.2152286171947592,0,0,0,1,0,0,0,0,0
Browns,0.1647142857142857,0.5454545454545454,1.480954372903635,1.7842209928421338,-1.1553690666292926,0.9502621779103705,0.6443855518581808,2.1813327344399527,0,0,0,1,0,0,0,0,0
Pinks,0.7048571428571428,0.18181818181818177,-0.5628483176229045,-1.1840661317590053,1.68801296714926,0.4326156909532879,-0.21152919840350254,-0.4604029188119223,0,0,0,1,0,0,0,0,0
Greys,0.562857142857143,0.36363636363636365,-1.012445691115021,-0.27546254817288857,-1.0910888788377742,0.45024041577991414,0.5074589634351778,0.36798433486801974,0,0,0,0,0,0,1,0,0
Turquoises,0.7437142857142858,0.7272727272727273,-0.8147474403478238,-1.266611280301231,-0.444535953038001,0.46530028058939293,-0.20951407579012526,-0.21504029161507462,0,1,0,0,0,0,0,0,0
Blues,0.5745714285714285,0.4545454545454546,0.9925537880995251,0.30660213897412963,3.0239594240576895,0.967581355355693,1.474829132019197,-0.10754104638969361,0,0,0,1,0,0,0,0,0
Khakis,0.6801428571428572,0.4545454545454546,-0.20072018624782914,-1.1315649894876632,-0.033795887829913336,0.39630971759208994,-0.6244887189063326,-0.5956275919223669,0,1,0,0,0,0,0,0,0
Violets,0.587,0.9090909090909092,-0.14668399319690054,0.8871494520670627,1.1145447073290362,0.35325467724210197,-0.6441021419860166,-0.533902191199517,0,1,0,0,0,0,0,0,0
Khakis,0.3045714285714286,0.36363636363636365,-0.3273336209292463,-0.33372971184975353,-0.4650853490690797,0.46803017934955476,-0.06260102005469831,0.13066054098784263,0,1,0,0,0,0,0,0,0
Turquoises,0.4454285714285715,0.6363636363636362,-0.9278537625710639,-0.6329558753153219,-0.24472479064589758,0.4970868311344624,-0.16226896873877322,-0.12822496419433943,0,0,0,1,0,0,0,0,0
Purples,0.4007142857142857,0.36363636363636365,1.6995935857474591,1.282880605372439,0.2932203065378787,0.8742121610699091,2.4641780176665273,1.7968316165430782,0,0,0,1,0,0,0,0,0
Turquoises,0.38542857142857145,0.6363636363636362,-0.5874322502273841,-0.5054964547721793,-1.1130826515450714,0.4815586471191019,-0.5008127713875845,-0.2969911275368131,0,0,1,0,0,0,0,0,0
Turquoises,0.06528571428571428,0.9090909090909092,-0.6042629331411699,0.17459059626873172,-0.8034127293209272,0.5808333691062185,-0.03243748692299415,-0.4473598999707887,0,1,0,0,0,0,0,0,0
Greens,0.11842857142857144,0.6363636363636362,-0.21016170919597527,0.06169796664480567,-1.1463254669795162,0.4970868311344624,-0.11998060134978542,-0.7785808279678338,0,1,0,0,0,0,0,0,0
Whites,0.5077142857142858,0.36363636363636365,-0.2080578758292574,-0.7652708928315366,-0.7363990687197691,0.515292488602057,-0.7645942276881817,-0.5899632229769461,0,0,1,0,0,0,0,0,0
Browns,0.8194285714285714,0.8181818181818181,0.9769423841800877,0.3933959348677933,-0.8699253707998915,0.8814695534519015,1.1097574414219986,1.6196698484059109,0,1,0,0,0,0,0,0,0
Turquoises,0.2875714285714286,0.36363636363636365,-0.8916884248959986,-0.29761620936252986,0.5598818875626376,0.5585529224736587,-0.30138480665154416,0.130815305711527,0,0,0,0,0,0,0,0,1
Browns,0.5595714285714286,0.9090909090909092,1.5173808866126273,0.945416615743928,-0.9221059144218341,0.9302571122163776,-0.11998060134978542,2.039089660306377,0,1,0,0,0,0,0,0,0
Browns,0.10042857142857142,0.5454545454545454,0.9080463991722459,1.9207846577097865,-0.2908370214454049,0.7814134934428718,1.5259031542170334,1.6906114154973233,0,0,0,0,0,1,0,0,0
Turquoises,0.39414285714285713,0.9090909090909092,-0.5468401510066024,-0.5240084182320164,-0.6177798404667384,0.4698488584079027,-0.11998060134978542,-0.2352695936630779,0,0,1,0,0,0,0,0,0
Turquoises,0.6060000000000001,0.7272727272727273,-0.72642415939136,-0.974061562673637,-0.035074151549953816,0.600531396442354,-0.25523534365036915,-0.09975378409797779,0,1,0,0,0,0,0,0,0
Yellows,0.47457142857142864,0.36363636363636365,-0.5494605139352475,0.5190345065460341,-0.24472479064589758,0.5772379047503603,-0.6903942247616229,0.24628131513416462,0,0,0,0,0,0,0,0,1
Purples,0.7468571428571429,0.7272727272727273,0.5103049810983616,0.5475611387628327,-0.7825678138432051,0.19098782346015564,-1.007923118813616,-0.5573484053455793,0,0,0,0,0,1,0,0,0
Greys,0.41100000000000003,0.4545454545454546,-0.8779268000814859,0.04713117572558908,0.18884859224176676,0.4780195501379699,0.012405014830020133,-0.2605031592116752,0,0,0,0,1,0,0,0,0
Greys,0.5522857142857144,0.09090909090909083,-1.0154961276267458,-0.2530054121724301,0.6303708946311479,0.4578451887968827,0.4856206808624197,0.425406955590272,0,0,0,0,0,0,1,0,0
Turquoises,0.5898571428571429,0.6363636363636362,-0.9379638602997462,-0.939768909051315,-0.6328834095608727,0.4989607368824625,-0.18646875253127526,-0.1005444620653514,0,0,0,0,0,0,0,0,1
Pinks,0.2681428571428571,0.18181818181818177,-0.361455884465215,-0.2563436350914172,0.2047751314351067,0.4935114255038522,0.8757334692975416,1.0269201671322052,0,0,0,1,0,0,0,0,0
Khakis,0.5882857142857143,0.09090909090909083,-0.3241605451842644,-0.9364306861323283,0.5925669798824985,0.3784917008768613,-0.4176459378154608,-0.5208788909453229,0,0,0,1,0,0,0,0,0
Oranges,0.14814285714285713,0.18181818181818177,-0.3362285394321817,0.6055248276288806,-0.5578193500501893,0.44226936268999795,0.16837998599912812,-0.7820213649568499,0,0,0,0,0,0,1,0,0
Turquoises,0.18228571428571427,0.9090909090909092,-0.9669455575536705,-0.07395527379039617,-0.8278998847882999,0.49351213728813786,-0.26683327238276605,0.05386236950068211,0,0,1,0,0,0,0,0,0
Blues,0.8320000000000001,1.0,-0.029152987721208334,-0.24025947011811563,2.497895617019011,0.25510974743899584,1.117623004059689,0.35397479080574656,0,1,0,0,0,0,0,0,0
Reds,0.528,0.36363636363636365,-0.8465589196490753,-0.20141469433353906,-0.6491987996142882,0.6055382314252515,-0.09428130168690492,0.39230936813191636,0,0,0,0,1,0,0,0,0
Violets,0.5487142857142857,0.6363636363636362,1.3221646856052176,0.9684807013660202,-0.5899041266741218,0.5461127442736021,2.3521775036150703,2.0445857780662595,1,0,0,0,0,0,0,0,0
Reds,0.2092857142857143,0.2727272727272727,-0.6957225779151438,0.47563760859920223,-0.24472479064589758,0.5854959656262194,0.26138455325287874,0.7931094693743961,0,0,0,0,0,0,0,1,0
Khakis,0.0014285714285714457,0.09090909090909083,-0.2518531443216877,0.3102438367039338,1.4353329662993555,0.38425491882662616,-0.5030188636133248,-0.5807834092510512,0,0,0,1,0,0,0,0,0
Khakis,0.49042857142857144,0.2727272727272727,-0.27406865401095565,-0.7285504407226789,-0.8076300287812679,0.3830553086751416,-0.4063265145006351,-0.6055600099588003,0,0,1,0,0,0,0,0,0
Pinks,0.08985714285714286,0.36363636363636365,-0.38055777481979425,0.12239292880820699,-1.1775229623341372,0.47903313386118945,0.8808810370843981,0.9960443846769498,0,0,0,0,0,1,0,0,0
Yellows,0.5994285714285714,1.0,-0.5551577687349575,0.2537975218919704,-0.24472479064589758,0.4208711897316168,-0.6444510056428864,0.4300465123697512,0,1,0,0,0,0,0,0,0
Reds,0.7408571428571429,0.4545454545454546,-0.9919306067506749,-0.6535921624508784,1.4883922467135908,0.5699205514681155,-0.11655005357737579,0.2748268716764365,0,0,0,0,1,0,0,0,0
Turquoises,0.8831428571428572,0.6363636363636362,-1.0064907225794688,-1.5628026956586294,-0.24472479064589758,0.4973280385469674,-0.15288991601934376,-0.03487004882144134,0,0,0,1,0,0,0,0,0
Turquoises,0.5771428571428572,0.5454545454545454,-0.7354699787643272,-0.9127596508886017,0.3620101089243049,0.5216966635505571,-0.3127977699933618,-0.25596491984438396,0,0,0,0,0,1,0,0,0
Greens,0.28700000000000003,0.36363636363636365,-0.22815158614548975,-0.2964023101192617,0.7950583441103818,0.63860931412782,0.15758395076638165,-0.7491389634972524,0,0,0,1,0,0,0,0,0
Reds,0.24757142857142855,0.5454545454545454,-0.6567756564413796,0.3943063593002446,0.9632350646087373,0.6564388009012722,-0.11924249023689464,0.1321409510687961,0,0,0,0,0,0,0,1,0
Greys,0.1121428571428571,0.2727272727272727,-1.0229885516459378,0.6820004799547664,1.7097780479322313,0.5180588731826766,-0.02077683782711046,0.5329838914601771,0,0,0,0,0,0,1,0,0
Turquoises,0.04485714285714287,0.7272727272727273,-0.5269488851864729,0.21798749421556382,-1.1036947454193398,0.43589074636801517,-0.5497110726078716,-0.27193415278486965,0,0,0,0,0,0,0,0,1
Turquoises,0.45471428571428574,0.8181818181818181,-0.678863413239502,-0.6526817380184273,-0.2015276255809796,0.41806009165626185,-0.3518705114151611,-0.175108194711809,0,1,0,0,0,0,0,0,0
Browns,0.9045714285714286,0.4545454545454546,1.6778301070626254,0.2125249476208575,-0.6336681282391591,0.8625448069835935,1.8808507041236076,2.2795459688406323,0,0,0,0,0,0,0,0,1
Browns,0.5364285714285715,0.36363636363636365,1.1474087912862685,0.9945795350962827,-0.504220469158836,0.09816777802167129,-0.8044344121648662,-1.3189357792136438,0,0,0,0,0,0,0,0,1
Blues,0.4485714285714286,0.5454545454545454,1.136801951282896,0.5742669221147293,-0.24472479064589758,0.9136928928691971,0.8083588032638059,1.8220225432093398,0,0,0,0,0,1,0,0,0
Reds,0.08599999999999997,0.09090909090909083,-0.8286805256883109,0.7375363703342785,-0.8038946321289024,0.5409679610556047,-0.3083416507181582,0.5305554134917577,0,0,0,0,1,0,0,0,0
Browns,0.06271428571428572,0.4545454545454546,0.9540552337616347,2.0009020077654758,0.35558849083577804,0.8887366570838486,1.4461596011755302,1.3206981215975906,0,0,0,0,0,0,0,0,1
Blues,0.4580000000000001,0.5454545454545454,1.1780232256024241,0.5542375846008067,-0.24472479064589758,0.13706727617434747,0.865646520410058,2.069832951088848,0,0,1,0,0,0,0,0,0
Greens,0.8717142857142859,0.9090909090909092,-0.38623878723829236,-1.5385247107932687,0.2795650113321955,0.6604200479394736,0.41483294068493776,-0.45814222928544535,0,1,0,0,0,0,0,0,0
Greens,0.21699999999999997,0.7272727272727273,-0.29377976083548074,-0.1476996528189288,0.1645752942614235,0.6174143332303671,0.2609625371564426,-0.7261380522864279,0,0,0,0,0,1,0,0,0
Khakis,0.6635714285714287,0.2727272727272727,-0.47633581159562055,-1.0963619114328904,0.5485717663599216,0.408692167756298,-0.40703211920717625,-0.4057659484953416,0,0,1,0,0,0,0,0,0
Violets,0.07028571428571428,0.4545454545454546,0.8260220313693738,1.9848178427921743,0.055928533239172115,0.5688977210499511,2.5367318297034016,0.8496112316178783,0,0,0,1,0,0,0,0,0
Yellows,0.8977142857142857,1.0,-0.1674369068867065,-0.37985788309393853,1.791826738439365,0.582112810210862,0.2820892967306822,-0.9182541079483426,0,1,0,0,0,0,0,0,0
Turquoises,0.13328571428571434,1.0,-0.8161240237702196,0.030136586319836983,-0.8162129110477787,0.5004446446989718,-0.3745785295638488,-0.12836305693947786,0,1,0,0,0,0,0,0,0
Turquoises,0.6422857142857143,0.8181818181818181,-0.9022426958872602,-1.0511441646211566,-0.6133693827612332,0.48885819699316146,-0.22709950900864542,-0.11018446236720822,0,0,1,0,0,0,0,0,0
Browns,0.6162857142857143,0.6363636363636362,2.3384756039824612,0.8249371158495764,0.8075938107573729,0.003371200741748072,-2.113801209163895,-1.910080327789541,0,0,0,0,0,0,0,0,1
Blues,0.2617142857142858,0.6363636363636362,1.301031865055824,0.9712119746633733,3.5393050982916705,0.7208719640354058,-1.2020025777990035,2.3263399852901676,0,0,0,0,0,0,0,0,1
Purples,0.6594285714285715,0.36363636363636365,1.5952452255194893,0.7332877229828406,-0.9890725129305022,0.027709288300255253,-1.758271914268079,-0.9884278057298197,0,0,0,1,0,0,0,0,0
Turquoises,0.33385714285714285,0.5454545454545454,-0.8610322586996749,-0.39594204806723987,-0.16759975342984693,0.4949661460641611,-0.25128829279818427,-0.1484048996816966,0,0,1,0,0,0,0,0,0
Yellows,0.7704285714285715,0.36363636363636365,-0.044579439076276366,-0.1094618266559859,-0.24472479064589758,0.6235167323441702,-0.6345349227437822,-0.7503636237996126,0,0,0,1,0,0,0,0,0
Blues,0.24542857142857144,0.6363636363636362,0.9085027452319603,1.0058081030965123,2.9512099951468453,0.6797055928316214,-1.0243287061544823,2.026334006516977,0,0,0,1,0,0,0,0,0
Browns,0.8478571428571429,0.36363636363636365,2.306703867490016,0.33300444751520936,0.499462556395667,0.02414062623818279,-2.154015071850241,-1.912251868015143,0,0,0,1,0,0,0,0,0
Whites,0.9278571428571429,0.09090909090909083,-1.0268491008351797,-1.6577903114443522,0.5001807566589199,0.4782306399341062,-0.2184925805431716,0.1516267549696141,0,0,0,1,0,0,0,0,0
Blues,0.4427142857142857,0.7272727272727273,0.857245344799029,0.5867093893582265,2.9328114646573735,0.32757758009616683,0.13859518799682785,-0.12836305693947786,1,0,0,0,0,0,0,0,0
Browns,0.15428571428571425,0.36363636363636365,1.5876848496112987,1.8063746540317749,-0.7756626363021508,0.9240122528331836,1.9934118311481994,1.8222990904577323,0,0,0,1,0,0,0,0,0
Turquoises,0.7987142857142857,0.4545454545454546,-0.3273336209292463,-1.3834490824657786,-0.46678504874903887,0.4517688179652111,-0.12271773459582513,-0.3037937860757932,0,0,0,0,0,0,0,0,1
Khakis,0.6848571428571428,0.2727272727272727,-0.47774829196333674,-1.1415796582446245,-0.5233294939280086,0.4127071089843872,-0.3307893687159186,-0.462173304227549,0,0,1,0,0,0,0,0,0
Khakis,0.10857142857142854,0.4545454545454546,-1.1240010551184751,0.08263772859117909,-0.3773759926666473,0.4545951005386339,-0.027449235960950332,0.15735547467578656,0,1,0,0,0,0,0,0,0
Khakis,0.7412857142857143,0.2727272727272727,-0.31484381438055853,-1.2614522085173419,-0.46262450345895506,0.40188661237845197,-0.4023128917529928,-0.6014600458746865,0,0,0,0,0,1,0,0,0
Greys,0.3434285714285714,0.18181818181818177,-1.1686502261760794,0.1906747612420333,-0.8569941908398967,0.48874168509643934,-0.07569060035168242,0.22581854871534035,0,0,0,0,0,0,1,0,0
Violets,0.957857142857143,1.0,1.2927313237781042,0.09932884318611435,-0.6931744220702813,0.26066586606515496,-1.0828966228464356,-1.9008220071283395,0,1,0,0,0,0,0,0,0
Turquoises,0.9377142857142857,0.6363636363636362,-0.7057805527412261,-1.6787300733907256,-1.0547375801066852,0.5206099063625232,0.015616023551643942,-0.435133501713171,0,0,0,0,0,0,0,0,1
Oranges,0.6407142857142858,0.18181818181818177,-0.05924875692035415,-0.44085632006815695,1.409664185033684,0.3351420306383615,0.619542824954539,-0.8044863896820723,0,0,0,0,0,0,0,1,0
Browns,0.1111428571428571,0.4545454545454546,-0.043463748042058485,1.8980240468985112,-1.1758217270952123,0.7320455302499751,0.6713004953117426,0.9684383365439045,0,0,0,0,0,1,0,0,0
Reds,0.012714285714285734,0.36363636363636365,-0.6973594487035649,0.8932189482834028,-1.2203665102164942,0.6052906018022624,0.059949425769123356,0.720644585729475,0,0,0,0,0,0,0,1,0
Turquoises,0.8444285714285715,0.5454545454545454,-0.9784391186011889,-1.4805610219272207,0.04082317033473467,0.44695814741106693,-0.08421690344749978,-0.03833948044099792,0,0,1,0,0,0,0,0,0
Khakis,0.4342857142857143,0.09090909090909083,-0.9471633979129609,-0.6092848400715953,-0.7845875451483376,0.4356493738859635,-0.19871873441587604,0.1108068282313539,0,0,0,0,0,0,0,0,1
Khakis,0.7027142857142858,0.18181818181818177,-0.2903646531471109,-1.1795140095967502,1.1183775911490097,0.3789588283916291,-0.5116017579069299,-0.5070200981795377,0,0,0,0,0,1,0,0,0
Whites,0.5567142857142857,0.2727272727272727,-0.037800874747001716,-0.8693627529417697,-0.4122809634999529,0.5224042538396539,-0.856729012944153,-0.7384687621544402,0,0,0,0,0,1,0,0,0
Turquoises,0.10671428571428576,0.5454545454545454,-0.8371879108565246,0.08658290113179987,-0.23890532972288858,0.49952638236320634,-0.17408134221780838,-0.23490066430012063,0,1,0,0,0,0,0,0,0
Browns,0.7081428571428572,0.8181818181818181,2.061460858026111,0.6298028124942412,-0.6208620719240233,0.9885874024806085,2.2934637877458344,2.075955840988941,0,1,0,0,0,0,0,0,0
Oranges,0.4802857142857143,0.2727272727272727,-0.7607486228400081,-0.10005410752065881,-1.0075826561414256,0.39841438191529904,0.4290610761058836,-0.17679744617627918,0,0,0,0,0,0,1,0,0
Turquoises,0.18814285714285717,0.7272727272727273,-0.938276282553403,-0.08639774103389354,-0.7720508093306694,0.49733117511838365,-0.11549392044742166,-0.1517047246945542,0,0,1,0,0,0,0,0,0
Browns,0.5934285714285714,0.7272727272727273,-0.09926886873058259,0.8734930855802975,-0.5828260197364844,0.4552858000276115,-0.01727905368478925,-1.0124939100899173,0,0,0,0,0,0,0,0,1
Turquoises,0.7064285714285714,0.9090909090909092,-0.8227662721251874,-1.1874043546779924,-1.016301257235296,0.4372498168019424,-0.23406260520947506,-0.12006503522467053,0,1,0,0,0,0,0,0,0
Turquoises,0.057857142857142885,0.7272727272727273,-0.5047690416196937,0.19037128643121617,-0.6779364040944121,0.5158935798801046,-0.35282433128239343,-0.51220955499103,0,0,1,0,0,0,0,0,0
Violets,0.31285714285714283,1.0,0.8964437717178574,1.469517614024898,0.4051369314976509,0.46154313968865407,-0.9572786577443282,-1.756599248160418,0,1,0,0,0,0,0,0,0
Khakis,0.9488571428571428,0.4545454545454546,-0.4910330425783867,-1.7024011086344522,-0.9761878490154395,0.4231131212092759,-0.3058620212004554,-0.4817907659252605,0,1,0,0,0,0,0,0,0
Pinks,0.20757142857142863,0.2727272727272727,-0.4103384202503735,-0.12767031530500617,-0.44880525740131544,0.4970868311344624,-0.32669422870648757,-0.5890199393299063,0,0,1,0,0,0,0,0,0
Blues,0.9027142857142858,0.8181818181818181,0.7643378398439394,-0.3904795014725338,2.2094399460109604,0.18049343337002793,-1.253753717984744,-0.7606290821521307,0,0,1,0,0,0,0,0,0
Pinks,0.9187142857142858,0.2727272727272727,-0.29881290416921547,-1.6383679235520638,0.9270990650580978,0.471896777011584,0.885360657667899,1.0870947057006803,0,0,0,0,0,0,0,0,1
Greens,0.8192857142857144,0.7272727272727273,-0.2604697468637816,-1.4271494552234274,0.6942115329309173,0.6807053649193403,0.29539942328443475,-0.5651614952066863,0,0,1,0,0,0,0,0,0
Purples,0.5527142857142857,0.6363636363636362,0.8308592904582136,0.9599834066631443,-0.45463033524248203,0.17791713079791371,-1.397466045956691,-0.7173296951171094,0,0,0,0,0,0,0,0,1
Turquoises,0.0027142857142857246,0.6363636363636362,-1.055071323546323,0.3075125634065807,-1.0101972069224407,0.46073964214272767,0.1031788038048693,-0.06927691091056695,0,0,1,0,0,0,0,0,0
Whites,0.7847142857142857,0.18181818181818177,-1.2161952507629339,-1.3537085510057119,0.5951534454915156,0.5065172539852212,0.004251506348403412,0.31208234627509684,0,0,0,1,0,0,0,0,0
Greys,0.22071428571428575,0.09090909090909083,-1.2451851874597761,0.4513596237338417,0.6107158696726047,0.4768056094895436,-0.11998060134978542,0.18173686550786938,0,0,0,0,1,0,0,0,0
Turquoises,0.5175714285714286,0.6363636363636362,-0.2545370931698607,-0.7862106547779101,-1.2137273509268094,0.5365598771736435,-0.5848974044347292,-0.6549685843998301,0,0,0,0,0,1,0,0,0
Reds,0.4811428571428572,0.09090909090909083,-0.7675155821075351,-0.10187495638556064,-0.23073332940289457,0.6008635323721329,0.004460440228872504,0.6293559091436306,0,0,0,0,1,0,0,0,0
Khakis,0.18600000000000005,0.09090909090909083,-1.2437325606096323,-0.08184561887163855,-0.9171969595647178,0.4826126970341138,0.05423482496610034,0.30014094821934106,0,0,0,1,0,0,0,0,0
Browns,0.7968571428571429,0.6363636363636362,0.980130220157369,0.44134495497688064,0.13568364963924426,0.8406981895227877,0.9354196014294285,1.8703772489362387,0,0,0,0,0,1,0,0,0
Pinks,0.5861428571428571,0.0,-0.3491826798422265,-0.9318785639700732,-0.24457532792646217,0.3931233346774907,-0.27498955333527403,-0.6006173791329532,0,0,0,1,0,0,0,0,0
Browns,0.8394285714285714,0.7272727272727273,0.7120690070548022,0.3509094613534125,-0.9347242858508923,0.7166541418832315,0.8282113680079785,1.9450727169296211,0,0,1,0,0,0,0,0,0
Turquoises,0.24314285714285722,0.8181818181818181,-0.6260923725573564,-0.20323554319844117,-0.11095435774490794,0.42757964811175037,-0.4130284932296745,-0.23263192917089096,0,0,1,0,0,0,0,0,0
Turquoises,0.44885714285714284,0.6363636363636362,-0.7851196959558902,-0.6402392707749299,1.1959502483564095,0.48784337792365867,-0.399794147876186,-0.09973990775546966,0,0,0,0,0,0,0,0,1
Browns,0.6835714285714287,0.6363636363636362,1.025449098225887,0.6820004799547664,-0.24472479064589758,0.13209789232621513,-1.2206615498718398,-1.0200398767358951,0,0,0,0,0,0,0,0,1
Turquoises,0.5017142857142858,0.8181818181818181,-0.7673513170394449,-0.7525249507772224,-0.6216293506938105,0.4005007070668806,-0.21681711820805186,-0.06361201701108447,0,0,1,0,0,0,0,0,0
Yellows,0.9928571428571429,1.0,-0.18268402887669352,-0.5819721070980649,1.3865102167394192,0.6279252287749832,0.1967611092496195,-0.8252818623553053,0,1,0,0,0,0,0,0,0
Whites,0.749857142857143,0.4545454545454546,-0.3273336209292463,-1.2796606971663622,-0.32102510424972214,0.44770396852725586,-0.2844543541248512,0.3356492759937809,0,0,1,0,0,0,0,0,0
Blues,0.9258571428571429,0.6363636363636362,1.6845446034077662,-0.4396424208248888,2.9404779762471587,0.07828145256826939,2.2256063986764416,-1.3605195605563454,0,0,0,0,0,0,0,0,1
Khakis,0.7337142857142858,0.18181818181818177,-0.4943377175218903,-1.2453680435440406,0.38045333161918166,0.44573456952144963,-0.33094168868152374,-0.5025124484649113,0,0,0,0,0,1,0,0,0
Yellows,0.6744285714285714,0.36363636363636365,-0.3680517303287953,0.09447324621304225,-0.24472479064589758,0.41962501366604316,0.4345309917841848,-0.6959482884913049,0,0,0,1,0,0,0,0,0
Turquoises,0.9634285714285715,0.7272727272727273,-0.8376605081752523,-1.7333555393377866,0.7410547317421946,0.4751629038690389,-0.33235668641384525,-0.08198950866663568,0,1,0,0,0,0,0,0,0
Turquoises,0.7024285714285714,0.5454545454545454,-1.0399843124349037,-1.1789070599751161,0.7952024698615345,0.4542476597965402,-0.06972734338039638,0.020338891754891886,0,0,0,1,0,0,0,0,0
Blues,0.77,0.4545454545454546,1.6999894673225524,-0.10855140222353486,3.7115721974048075,0.08153895786480464,-2.0936430530381354,-1.146382709334774,0,0,0,1,0,0,0,0,0
Turquoises,0.13771428571428568,0.5454545454545454,-0.7145068653751673,0.02072886718450988,0.3208370788051068,0.4059901955030454,0.060546012218768895,-0.3041415042267482,0,0,0,0,0,0,0,0,1
Greys,0.7990000000000002,0.09090909090909083,-0.8728688823556825,-0.7771064104533999,-0.2508576297833077,0.4163014665091804,0.11443353135835142,-0.1482175362482042,0,0,0,0,0,0,1,0,0
Browns,0.8245714285714287,0.7272727272727273,0.8314853947255197,0.3824708416783812,-0.9029964307867252,0.2527339415086327,-0.954198539872364,-1.378681443522855,0,0,0,0,0,1,0,0,0
Turquoises,0.3275714285714286,0.5454545454545454,-0.6067790320651225,-0.3825891563912917,0.2922468326738042,0.507711603913818,-0.44374512590876514,-0.3271814755137692,0,0,1,0,0,0,0,0,0
Blues,0.5715714285714286,0.4545454545454546,1.2243747908149254,0.3129751100012867,2.493663815283354,0.7354630620360003,-1.9958025390341478,-1.1387691736017231,1,0,0,0,0,0,0,0,0
Purples,0.499,0.6363636363636362,2.1372003555813515,0.697174220495617,-1.206951445616523,0.9633099399572903,2.6366920755390315,2.0106329969794356,0,0,0,0,0,1,0,0,0
Turquoises,0.03928571428571431,0.7272727272727273,-0.825019176203217,0.22982301183742698,-1.0965353570214338,0.49321282414505974,-0.36272830795573535,-0.08144358371290247,0,0,1,0,0,0,0,0,0
Turquoises,0.14171428571428568,0.8181818181818181,-1.095857407739597,0.012231572481633292,0.9370160520358518,0.5048967871981213,-0.03644601907036089,-0.012822611417059062,0,0,0,0,0,1,0,0,0
Turquoises,0.5287142857142858,0.7272727272727273,-0.8419308583997227,-0.8098816900216366,0.5033053062691775,0.49753049822117046,-0.31104168821477884,-0.11767477876946662,0,1,0,0,0,0,0,0,0
Turquoises,0.5242857142857144,1.0,-0.8823129083998812,-0.8004739708863093,0.3022275281060519,0.47713965434536737,-0.09909738240413489,-0.21323682471938632,0,1,0,0,0,0,0,0,0
Browns,0.6614285714285715,0.8181818181818181,2.114099058393125,0.7290390756314022,-0.6960887687502275,0.035421117674271016,-2.004847183712525,-1.7691603616017586,0,0,0,0,0,1,0,0,0
Turquoises,0.8825714285714286,0.6363636363636362,-0.48083334919206827,-1.5615887964153612,-0.3250853519273155,0.5190117971228858,-0.3254856901749706,-0.5520702134015135,0,0,0,1,0,0,0,0,0
Khakis,0.023571428571428577,0.36363636363636365,-0.35387767305438506,0.26320524102729775,0.030683285135767062,0.39753266690727473,-0.40921466123352307,-0.5384812470233958,0,1,0,0,0,0,0,0,0
Khakis,0.0024285714285714466,0.36363636363636365,-0.4846132768046429,0.3081195130282146,-0.2591613935004789,0.44331267703376026,-0.31854598367245873,-0.5169597705527398,0,0,1,0,0,0,0,0,0
Purples,0.36871428571428577,1.0,1.4823884702734185,1.3508589629954486,-1.0931753501929966,0.11640014928257204,-1.940807914586025,-1.073186672058998,0,1,0,0,0,0,0,0,0
Yellows,0.4624285714285714,0.2727272727272727,-0.7403879410612161,0.5448298654654796,-0.24472479064589758,0.3993041552775511,0.388994378189358,0.6612601865391414,0,0,0,1,0,0,0,0,0
Yellows,0.09357142857142853,0.36363636363636365,-0.46840672506684344,1.3284018269949902,2.338526694003635,0.3361845495879374,0.2566391399247117,0.7869190913460539,0,0,0,0,0,0,0,0,1
Reds,0.5640000000000001,0.5454545454545454,-1.2060410243697002,-0.2778903466594246,-0.4446706418629329,0.5371291887885116,0.2021191941983267,0.10566683342670107,0,0,0,0,0,0,0,1,0
Browns,0.7807142857142857,0.8181818181818181,0.7034424653703588,0.47563760859920223,-1.1190211952014946,0.6655441072034501,0.5654971164484704,2.089833776255715,0,1,0,0,0,0,0,0,0
